Review,Varietal
"Rich and luscious are the first words that come to mind when trying this 2014 Pahlmeyer Bordeaux Blend. Consisting of 87% Cabernet Sauvignon, followed by Merlot, Malbec, Cabernet Franc, and Petit Verdot in decreasing percentages, each harvested and vinified separately in more than 50 individual lots. This wine also sees 85% new French oak; a selection of Seguin Moreau Icone and Taransaud barrels. Initial aromas of ripe blackberry and dark cherry are followed by a bouquet of cigar, clove, and graphite. On the palate, intense black currant, dried dark fruit, and dark chocolate permeate through the finish along with silky tannins. This wine possesses both power and elegance
",Cabernet Sauvignon and Blends
"The 2014 Pahlmeyer Bordeaux is a beautifully balanced and elegant blend of all five varieties, with delicious aromas of candied raspberry and strawberry, balanced by a waft of dense spice, with anise taking the forefront. One of the wonderful characteristics of the 2014 vintage in Napa is the dark, herbaceous quality that seems to be ever-present, and it shines through in the Pahlmeyer, tempering the fruit and creating a fascinating counterpoint. With well-integrated, supple tannin and a thread of bright acid, this wine will definitely age well, but can be easily enjoyed today.
",Cabernet Sauvignon and Blends
"Looking for a delicious, thirst quenching red that will satisfy your palate and your pocketbook? Look no further! This generous Cabernet Sauvignon is full of richdark fruits, soft but noticeable structure and juicy acidity. This is a great bottle to ease you into the work week or to get the party started on the weekend.
",Cabernet Sauvignon and Blends
"If you need everyday wine, look no further. This is a stunning wine for just $8.99. It's full-bodied, definitely rich in dark fruit but it never goes overboard and never turns into big heavy jam. It's got very juicy acidity that carries rich flavors of black fruit gracefully to the finish. It's easy to drink it on its own as well as pair with red meat.
",Cabernet Sauvignon and Blends
"This has got ""easy drinking"", written all over it...The fruit is generous and full bodied, with just enough structure to not let me forget I am drinking a Cabernet. More than a fair amount of wine in the bottle for the $9.00 price tag. This is the perfect weeknight red from South Australia, ready to be enjoyed whenever you are!
",Cabernet Sauvignon and Blends
"A congenial wine that is chock-full of classic Coonawarra character: blackberry, cherry, mint and baking spices. This is a lip-smacking wine with bright acidity, fine tannin and spice on the finish. Invite friends over, fire up the grill and serve this with those burgers that you're famous for. Summer is here.
",Cabernet Sauvignon and Blends
"A surprisingly serious Cab from South Australia, this has been consistently good in the past few vintages that I have tasted. Medium-bodied with ripe berry notes, this wine does not get overly ripe or jammy. Instead a lovely acid core drives it forward and fine tannin runs along and coats the palate. Notes of mint and eucalyptus mingle with the layers of currant and blackberry making this a wonderful food wine that will go beautifully with lamb or beef.
",Cabernet Sauvignon and Blends
"Coonawarra for less than $20!? This has a dark, rich nose with red fruits, oak spice and eucalyptus.  Full bodied with plush tannins round mouth feel and a touch of earth on the finish. A great everyday Cab.
",Cabernet Sauvignon and Blends
"Classic Coonawarra Cab for a song. Jim Barry is one of the best known wineries in South Australia's Clare Valley. Founded in the 1950's Jim Barry has produced some of Australia's most heralded wines, namely the ""Armagh"" with more than ten 95-99+ point Advocate scores in it's history. Whilst being recognized as one of the countries top producers, what I love about Jim Barry is the incredible value they can deliver with wines like Cover Drive! As an Englishman myself  the name based around a shot one might use during a game of Cricket always makes me chuckle. The vines are planted where the village Cricket field once stood. Deep in this wine's rich red fruit and and exotic spices I think I can still pick up some leather and willow! Bad jokes aside, this is delicious Cabernet with real varietal character and freshness. A classic Coonawarra profile for probably less than half the price I would expect to pay for a wine of this quality. This is a bargain.
",Cabernet Sauvignon and Blends
"Yeeesssssss.......pure-fruited, elegant, low alcohol (13.5%) cabernet from Coonawarra for fifteen bucks! As a passionate Bordeaux drinker, I have to say I've become a bit smitten with the cabs of Australia over the last year, mainly because they offer many of the subtle nuances and earthy undertones that I enjoy from the Medoc wines. The Barry ""Cover Drive"" is a great example of that crossover potential. There's fruit, but it's layered with spice and notes of brush, so it's never overtly ripe or too supple. The finish is lean and mean--none of that new oak nonsense and clean with elegant tannins. It's a whole 'lotta wine for the money. Grab a few for the mid-week and save your Pichon-Baron for a fancier weekend dinner.
",Cabernet Sauvignon and Blends
"Coonawarra is producing some delicious, very easy-drinking wines and this Cover Drive is no exception. It is soft and approachable with lush fruit and just a touch of acidity on the front palate to brighten it up. This Cab Sauv does not overwhelm with overpowering tannin or spice, but glides across the palate with its silky mouthfeel. The Barry family has been making wine here for generations and it's easy to see why their legacy has lasted when you taste this Cab.
",Cabernet Sauvignon and Blends
"This represents so much of what I love about the wines we are bringing in from NZ, beautiful new world fruit done with old world elegance. Elephant Hill is one of my favorite wineries in this area (and is a spectacular place to visit from what I hear) and this red blend is one of the reasons for that. Dark, rich berry notes are balanced by plenty of acid that never feels out of balance. Notes of licorice and eucalyptus play against the red and black berry and are surrounded by silky tannins, and at only 13.5 abv and under $20 this is a perfect wine to stock up on. You can drink this beauty now or hold on to it, or just get enough to do both.
",Cabernet Sauvignon and Blends
"This is a killer BBQ wine and should not only be at all of your Summer parties all season long, but can take you into Fall and Winter as well thanks to the deep, slightly spicy fruits. Even though Hawke's Bay is one pf the warmer appellations of New Zealand, it is still quite cool, thanks to its very southerly position on the globe. This ensures that all of its wines retain a good amount of acidity, which means you can produce a killer red blend like this at only 13.5% alcohol. The red shows great structure, but is not heavy or flabby thanks to that preserved acidity. The different characters from the 3 vineyards play epically into this and give great depth and character. This is definitely something I will be drinking over the months to come.
",Cabernet Sauvignon and Blends
